TIMESTAMP,AZIMUTH,DISTANCE,SIGNAL_STRENGTH
-1,307.6875,212,199
-1,309.75,208,199
-1,312.3125,217,199
-1,314.6875,225,199
-1,317.25,233,199
-1,319.8125,240,199
-1,322,255,199
-1,324.1875,268,199
-1,326.4375,280,199
-1,328.625,287,199
-1,331,283,199
-1,333.1875,276,199
-1,335.375,269,199
-1,337.9375,262,199
-1,340.875,257,199
-1,343.125,251,199
-1,345.3125,247,199
-1,347.5,243,199
-1,349.6875,240,199
-1,351.875,237,199
-1,354.125,233,199
-1,356.3125,231,199
-1,358.5,231,199
1527757087374,0.875,230,199
-1,3.0625,229,199
-1,5.3125,228,199
-1,7.5,229,199
-1,9.6875,230,199
-1,11.875,231,199
-1,14.0625,233,199
-1,16.3125,234,199
-1,18.5,236,199
-1,20.6875,239,199
-1,23.0625,242,199
-1,25.25,246,199
-1,27.5,250,199
-1,29.6875,254,199
-1,31.875,259,199
-1,34.0625,263,199
-1,36.25,271,199
-1,38.5,277,199
-1,40.6875,279,199
-1,42.875,265,199
-1,45.0625,251,199
-1,47.625,239,199
-1,50.0625,226,199
-1,52.25,221,199
-1,54.4375,211,199
-1,56.625,207,199
-1,58.8125,199,199
-1,61.0625,194,199
-1,63.25,186,199
-1,66.1875,183,199
-1,68.375,179,199
-1,70.9375,175,191
-1,73.5,172,191
-1,76.25,169,191
-1,78.8125,167,191
-1,81.375,164,191
-1,84.125,163,191
-1,86.6875,161,191
-1,89.125,159,191
-1,91.6875,158,191
-1,94.25,158,191
-1,96.8125,158,191
-1,99.5625,158,191
-1,102.3125,159,191
-1,105.0625,160,191
-1,107.8125,162,191
-1,110.5625,164,191
-1,113.125,165,191
-1,115.6875,164,199
-1,118.25,167,191
-1,121,171,191
-1,123.75,176,191
-1,126.5,181,199
-1,129.25,187,199
-1,131.625,192,199
-1,133.875,198,199
-1,136.0625,206,199
-1,138.25,207,199
-1,140.4375,197,199
-1,142.625,192,199
-1,144.875,185,199
-1,147.4375,180,199
-1,150.1875,174,199
-1,152.9375,168,191
-1,155.6875,164,191
-1,158.25,160,191
-1,161,156,191
-1,163.5625,152,191
-1,166.125,149,191
-1,168.6875,147,191
-1,171.25,144,191
-1,174,142,191
-1,176.5625,141,191
-1,179.125,140,191
-1,181.875,140,191
-1,184.4375,139,191
-1,187,140,191
-1,189.625,141,191
-1,192.1875,142,191
-1,194.9375,142,191
-1,197.6875,143,191
-1,200.4375,144,191
-1,203,148,191
-1,205.375,151,199
-1,207.9375,154,191
-1,210.5,156,191
-1,213.0625,160,199
-1,215.625,163,199
-1,218,167,191
-1,220.5625,174,199
-1,223.3125,178,199
-1,225.9375,184,199
-1,228.3125,191,199
-1,230.5,198,199
-1,232.6875,205,199
-1,234.875,216,199
-1,237.125,226,199
-1,239.6875,225,199
-1,242.0625,219,199
-1,244.625,211,199
-1,247.1875,207,199
-1,249.75,201,199
-1,252.3125,197,199
-1,254.6875,194,199
-1,256.875,192,199
-1,259.125,190,199
-1,261.6875,189,199
-1,264.0625,188,199
-1,266.625,186,199
-1,269.1875,184,191
-1,271.75,184,191
-1,274.3125,183,191
-1,277.0625,183,191
-1,279.625,183,191
-1,282.1875,184,191
-1,284.9375,185,191
-1,287.1875,187,199
-1,289.375,188,199
-1,291.9375,190,199
-1,294.5,191,199
-1,297.0625,194,199
-1,299.625,197,199
-1,302.1875,201,199
-1,304.5625,206,199
-1,306.8125,212,199
-1,308.8125,207,199
-1,311,215,199
-1,313.1875,222,199
-1,315.75,227,199
-1,318.5,237,199
-1,320.75,244,199
-1,322.9375,259,199
-1,325.125,272,199
-1,327.3125,283,199
-1,329.5,286,199
-1,332.0625,281,199
-1,334.5,273,199
-1,337.0625,265,199
-1,339.625,259,199
-1,342.1875,254,199
-1,344.75,249,199
-1,346.9375,244,199
-1,349.125,240,199
-1,351.375,237,199
-1,353.5625,234,199
-1,355.75,231,199
-1,357.9375,231,199
1527757087574,0.3125,230,199
-1,2.5625,229,199
-1,4.75,230,199
-1,6.9375,232,199
-1,9.125,231,199
-1,11.3125,232,199
-1,13.5625,234,199
-1,15.75,235,199
-1,17.9375,236,199
-1,20.125,239,199
-1,22.3125,241,199
-1,24.5625,246,199
-1,26.75,250,199
-1,28.9375,253,199
-1,31.125,258,199
-1,33.375,262,199
-1,35.9375,269,199
-1,38.5,278,199
-1,40.6875,279,199
-1,42.875,266,199
-1,45.25,251,199
-1,47.8125,239,199
-1,50.375,226,199
-1,52.625,220,199
-1,54.8125,209,199
-1,57,205,199
-1,59.1875,199,199
-1,61.375,192,199
-1,63.625,186,199
-1,66.1875,183,199
-1,68.75,177,199
-1,71.3125,174,191
-1,74.0625,170,191
-1,76.8125,168,191
-1,79.5625,165,191
-1,82.3125,163,191
-1,85.0625,163,191
-1,88,161,191
-1,90.5625,159,191
-1,93.125,159,191
-1,95.875,160,191
-1,98.625,159,191
-1,101.375,159,191
-1,104.125,160,191
-1,106.875,162,191
-1,109.625,164,191
-1,112.375,165,191
-1,114.75,166,199
-1,117.3125,166,191
-1,119.9375,169,199
-1,122.5,173,191
-1,125.25,178,191
-1,128,184,199
-1,130.375,189,199
-1,132.375,195,199
-1,134.9375,202,199
-1,137.5,205,199
-1,139.6875,200,199
-1,141.9375,192,199
-1,144.125,186,199
-1,146.6875,181,199
-1,149.25,175,191
-1,151.8125,169,199
-1,154.75,165,199
-1,157.3125,160,199
-1,160.0625,156,199
-1,162.8125,154,199
-1,165.9375,151,191
-1,168.5,148,191
-1,171.0625,145,191
-1,173.8125,143,191
-1,176.5625,142,191
-1,179.5,141,191
-1,182.0625,140,191
-1,184.8125,141,191
-1,187.5625,140,191
-1,189.9375,141,191
-1,192.5,142,191
-1,195.125,142,191
-1,197.6875,143,191
-1,200.25,145,191
-1,202.8125,148,191
-1,205.375,150,191
-1,208.125,154,191
-1,210.875,157,191
-1,213.625,160,199
-1,216,164,191
-1,218.5625,168,191
-1,221.5,174,199
-1,224.0625,181,199
-1,226.4375,186,199
-1,228.6875,192,199
-1,230.875,199,199
-1,233.0625,208,199
-1,235.25,217,199
-1,237.4375,227,199
-1,239.6875,225,199
-1,241.875,220,199
-1,243.875,214,199
-1,246.4375,208,199
-1,248.8125,203,199
-1,251.375,198,199
-1,253.9375,195,199
-1,256.5625,192,199
-1,259.125,190,199
-1,261.875,189,199
-1,264.625,187,199
-1,267.1875,186,191
-1,269.9375,184,191
-1,272.6875,184,191
-1,275.4375,183,191
-1,278.1875,183,191
-1,280.9375,184,191
-1,283.3125,185,191
-1,286.0625,186,199
-1,288.25,187,199
-1,290.8125,189,199
-1,293.5625,191,199
-1,295.9375,193,199
-1,298.1875,195,199
-1,300.375,199,199
-1,302.9375,202,199
-1,305.3125,209,199
-1,307.5,212,199
-1,309.75,208,199
-1,312.3125,218,199
-1,314.875,225,199
-1,317.4375,234,199
-1,319.8125,243,199
-1,322,256,199
-1,324.1875,268,199
-1,326.4375,281,199
-1,328.625,287,199
-1,330.8125,284,199
-1,333,276,199
-1,335.1875,272,199
-1,337.4375,263,199
-1,339.625,257,199
-1,341.8125,253,199
-1,344,248,199
-1,346.9375,245,199
-1,349.125,239,199
-1,351.375,237,199
-1,353.5625,236,199
-1,355.75,232,199
-1,357.9375,232,199
1527757087766,0.3125,231,199
-1,2.5625,231,199
-1,4.75,230,199
-1,6.9375,230,199
-1,9.125,231,199
-1,11.3125,232,199
-1,13.5625,234,199
-1,15.75,235,199
-1,17.9375,237,199
-1,20.125,239,199
-1,22.3125,243,199
-1,24.9375,247,199
-1,27.5,251,199
-1,29.875,256,199
-1,32.0625,261,199
-1,34.25,267,199
-1,36.4375,273,199
-1,38.6875,279,199
-1,40.875,278,199
-1,43.0625,264,199
-1,45.0625,252,199
-1,47.625,238,199
-1,50.1875,228,199
-1,52.4375,219,199
-1,55,210,199
-1,57.1875,204,199
-1,59.375,199,199
-1,61.5625,189,199
-1,64.125,186,199
-1,66.9375,181,199
-1,69.6875,177,191
-1,72.4375,173,191
-1,75.1875,169,191
-1,77.9375,168,191
-1,80.6875,165,191
-1,83.4375,163,191
-1,85.8125,162,191
-1,88.375,161,191
-1,91.125,159,191
-1,93.875,159,191
-1,96.4375,159,191
-1,99.1875,159,191
-1,101.9375,160,191
-1,104.6875,161,191
-1,107.4375,163,191
-1,110.375,164,191
-1,112.5625,165,191
-1,115.3125,165,199
-1,117.875,166,191
-1,120.625,170,191
-1,123.375,175,199
-1,126.125,180,199
-1,128.6875,186,199
-1,131.125,191,199
-1,133.3125,197,199
-1,135.875,204,199
-1,138.0625,205,199
-1,140.25,196,199
-1,142.8125,190,199
-1,145.375,184,199
-1,148.125,178,199
-1,150.5625,171,199
-1,153.125,166,199
-1,155.875,163,199
-1,158.625,158,199
-1,161.375,155,199
-1,164.125,151,191
-1,166.875,148,191
-1,169.4375,145,191
-1,172.1875,144,191
-1,174.9375,142,191
-1,177.875,141,191
-1,180.4375,141,191
-1,183.1875,140,191
-1,185.9375,140,191
-1,188.3125,141,191
-1,190.875,141,191
-1,193.4375,141,191
-1,196,142,191
-1,198.5625,144,191
-1,201.125,146,191
-1,203.6875,148,191
-1,206.3125,151,191
-1,208.6875,154,191
-1,211.25,156,191
-1,213.4375,160,191
-1,216,164,191
-1,218.75,168,199
-1,221.6875,175,199
-1,224.4375,181,199
-1,226.8125,186,199
-1,229,193,199
-1,231.25,200,199
-1,233.4375,208,199
-1,235.625,219,199
-1,237.8125,227,199
-1,240,224,199
-1,242.0625,218,199
-1,244.25,212,199
-1,246.4375,207,199
-1,248.625,201,199
-1,250.875,199,199
-1,253.0625,196,199
-1,255.25,193,199
-1,257.4375,191,199
-1,259.625,190,199
-1,261.875,188,199
-1,264.8125,186,199
-1,267.375,186,199
-1,270.125,184,191
-1,272.875,184,191
-1,275.625,183,191
-1,278.375,183,191
-1,281.125,184,191
-1,283.875,186,199
-1,286.0625,186,199
-1,288.625,188,199
-1,291.375,190,199
-1,293.9375,191,199
-1,296.3125,195,199
-1,298.5625,197,199
-1,300.75,200,199
-1,302.9375,204,199
-1,305.125,209,199
-1,307.3125,213,199
-1,309.75,209,199
-1,311.9375,218,199
-1,314.125,225,199
-1,316.3125,233,199
-1,318.5,241,199
-1,320.75,245,199
-1,322.9375,262,199
-1,325.125,275,199
-1,327.3125,285,199
-1,330.0625,287,199
-1,332.25,279,199
-1,334.5,273,199
-1,336.6875,266,199
-1,338.875,259,199
-1,341.0625,255,199
-1,343.25,250,199
-1,345.5,246,199
-1,348.0625,242,199
-1,350.625,239,199
-1,353,235,199
-1,355.1875,233,199
-1,357.375,232,199
-1,359.625,232,199
1527757087968,2,231,199
-1,4.1875,229,199
-1,6.375,230,199
-1,8.5625,231,199
-1,10.8125,233,199
-1,13,233,199
-1,15.1875,234,199
-1,17.375,237,199
-1,19.5625,238,199
-1,21.8125,242,199
-1,24,246,199
-1,26.1875,249,199
-1,28.375,253,199
-1,30.625,257,199
-1,32.8125,261,199
-1,35,269,199
-1,37.1875,275,199
-1,39.375,281,199
-1,41.625,272,199
-1,43.8125,257,199
-1,46,243,199
-1,48.5625,231,199
-1,50.9375,225,199
-1,53.125,214,199
-1,55.375,208,199
-1,57.5625,204,199
-1,59.75,196,199
-1,61.9375,188,199
-1,64.5,185,199
-1,67.0625,180,199
-1,69.8125,177,191
-1,72.4375,173,191
-1,75.1875,169,191
-1,77.75,167,191
-1,80.5,165,191
-1,83.25,164,191
-1,86,162,191
-1,88.75,160,191
-1,91.5,159,191
-1,94.25,158,191
-1,96.8125,159,191
-1,99.5625,158,191
-1,102.3125,160,191
-1,105.0625,161,191
-1,107.8125,163,191
-1,110.1875,164,191
-1,112.75,165,191
-1,115.3125,164,199
-1,117.875,167,191
-1,120.4375,169,191
-1,123,174,191
-1,125.75,179,191
-1,128.5,185,199
-1,130.9375,190,199
-1,133.125,196,199
-1,135.3125,202,199
-1,137.5,206,199
-1,139.6875,199,199
-1,141.9375,193,199
-1,144.125,185,199
-1,146.6875,181,199
-1,149.4375,175,199
-1,152.1875,169,199
-1,154.75,164,191
-1,157.3125,161,199
-1,159.875,157,191
-1,162.4375,154,191
-1,165,151,191
-1,167.75,148,191
-1,170.5,144,191
-1,173.0625,143,191
-1,175.6875,141,191
-1,178.4375,141,191
-1,181,141,191
-1,183.5625,141,191
-1,186.3125,140,191
-1,188.875,140,191
-1,191.625,141,191
-1,194.1875,142,191
-1,196.9375,142,191
-1,199.5,144,191
-1,202.25,147,191
-1,204.625,149,191
-1,207.1875,153,191
-1,209.75,155,199
-1,212.3125,159,199
-1,214.875,163,191
-1,217.625,166,199
-1,220.5625,173,199
-1,223.1875,178,191
-1,225.9375,185,199
-1,228.6875,192,199
-1,231.25,199,199
-1,233.8125,211,199
-1,236.375,222,199
-1,238.75,227,199
-1,240.9375,220,199
-1,242.9375,215,199
-1,245.1875,209,199
-1,247.75,205,199
-1,250.125,200,199
-1,252.6875,197,199
-1,254.875,194,199
-1,257.0625,191,199
-1,259.625,190,199
-1,262.25,189,199
-1,265,187,199
-1,267.75,185,199
-1,270.5,184,191
-1,273.25,184,191
-1,276,183,191
-1,278.75,183,191
-1,281.125,183,191
-1,283.6875,185,191
-1,286.25,186,199
-1,289,188,199
-1,291.75,190,199
-1,294.125,191,199
-1,296.3125,194,199
-1,298.875,197,199
-1,301.4375,200,199
-1,303.875,207,199
-1,306.0625,211,199
-1,308.25,211,199
-1,310.4375,215,199
-1,312.625,221,199
-1,315.25,227,199
-1,317.8125,236,199
-1,320.1875,243,199
-1,322.375,259,199
-1,324.5625,271,199
-1,326.75,282,199
-1,329,288,199
-1,331.1875,282,199
-1,333.375,275,199
-1,335.5625,269,199
-1,337.75,262,199
-1,340,257,199
-1,342.5625,252,199
-1,344.9375,248,199
-1,347.5,243,199
-1,350.0625,239,199
-1,352.625,237,199
-1,355.1875,234,199
-1,357.375,233,199
-1,359.625,233,199
1527757088161,2,231,199
-1,4.1875,230,199
-1,6.375,230,199
-1,8.5625,230,199
-1,10.8125,231,199
-1,13.375,232,199
-1,15.9375,235,199
-1,18.3125,236,199
-1,20.5,240,199
